CBM_cost,Estado,fecha_de_salida,fecha_de_llegada,contenedor,codigo,producto,cantidad,costo,cantidad_por_caja,cantidad_de_cajass,cm_a,cm_l,cm_p,CBMM,CBM_TOTAL,costo_caja,costo_total_envio,costo_envio_unit,costo_unitario_prod,costo_total,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1917,PISO VINIL AUTOADHESIVO 3020 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,200.00,$11.20,1,200,94,16.5,9,$0.014,$2.79,$6.98,"$1,395.90",$6.98,$18.18,3635.9,,,,
550,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE PALERMO,"MASS1456 S
MASS0785 M
MASS0786 L
MASS0787 XL
MASS0788 XXL","RODILLERA (S40,M100,L120,100XL,40XXL)",400.00,$0.68,200,2,60,34,57,$0.116,$0.23,$63.95,$127.91,$0.32,$1.00,399.908,,,,
550,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE PALERMO,MASS1039,MAQUINA PLASTIFICADORA LAMINADORA (10 HOJAS),400.00,$7.80,20,20,42,40,30,$0.050,$1.01,$27.72,$554.40,$1.39,$9.19,3674.4,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1918,PISO VINIL AUTOADHESIVO 3026 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,150.00,$11.20,1,150,94,16.5,9,$0.014,$2.09,$6.98,"$1,046.93",$6.98,$18.18,2726.925,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1324,PISO VINIL AUTOADHESIVO 3039 ALTO TRAFICO 2MM GROSOR 914.4MM*152.4MM,200.00,$11.20,1,200,94,16.5,9,$0.014,$2.79,$6.98,"$1,395.90",$6.98,$18.18,3635.9,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1739,WALL PANEL 3D D088 BLANCO 1MM DE GROSOR 500MM*500MM,100.00,$0.85,50,2,25,50,50,$0.063,$0.13,$31.25,$62.50,$0.63,$1.48,147.5,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1562,WALL PANEL 3D D094 BLANCO 1MM DE GROSOR 500MM*500MM,400.00,$0.85,50,8,25,50,50,$0.063,$0.50,$31.25,$250.00,$0.63,$1.48,590,,,,
550,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE PALERMO,MASS1876,Maquina Fabricadora Hielo Portatil,20.00,$36.00,1,20,34.7,26.8,33,$0.031,$0.61,$16.88,$337.58,$16.88,$52.88,1057.57548,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,,WALL PANEL 3D D094 NEGRO 1MM DE GROSOR 500MM*500MM,300.00,$0.90,50,6,25,50,50,$0.063,$0.38,$31.25,$187.50,$0.63,$1.53,457.5,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1741,WALL PANEL 3D D017 BLANCO 1MM DE GROSOR 500MM*500MM,200.00,$0.85,50,4,25,50,50,$0.063,$0.25,$31.25,$125.00,$0.63,$1.48,295,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1742,WALL PANEL 3D D017 NEGRO 1MM DE GROSOR 500MM*500MM,200.00,$0.90,50,4,25,50,50,$0.063,$0.25,$31.25,$125.00,$0.63,$1.53,305,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1410,WALL PANEL NEGRO YC101 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1407,WALL PANEL GRIS CLARO YC6001 290*168*23,140.00,$2.35,14,10,300,17.5,23,$0.121,$1.21,$60.38,$603.75,$4.31,$6.66,932.75,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1408,WALL PANEL MARRON CLARO 8882 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
550,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE PALERMO,,PEDIDO ELECTRONICA 1,,,,,,,,,,,,,,,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1777,WALL PANEL GRIS OSCURO HYYC045 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1778,WALL PANEL MADERA HYYC018 290*168*23,140.00,$2.35,14,10,300,17.5,23,$0.121,$1.21,$60.38,$603.75,$4.31,$6.66,932.75,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1743,WALL PANEL BLANCO HYYC073 290*168*23,280.00,$2.35,14,20,300,17.5,23,$0.121,$2.42,$60.38,"$1,207.50",$4.31,$6.66,1865.5,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1745,ROLLO PANEL DECORATIVO BD871,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1746,ROLLO PANEL DECORATIVO BD928,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1747,ROLLO PANEL DECORATIVO BD771,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1749,ROLLO PANEL DECORATIVO BD721,200.00,$1.80,50,4,2500,60,0.45,$0.068,$0.27,$33.75,$135.00,$0.68,$2.48,495,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1418,FOAMI 3D BLANCO 70CM*77CM,400.00,$0.39,100,4,70,70,45,$0.221,$0.88,$110.25,$441.00,$1.10,$1.49,597,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1417,FOAMI 3D NEGRO 70CM*77CM,600.00,$0.39,100,6,70,70,45,$0.221,$1.32,$110.25,$661.50,$1.10,$1.49,895.5,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1984,"ROLLO PANEL DECORATIVO HY-003 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
500,Entregado,1/1/2025,,CONTENEDOR DICIEMBRE FIRENZE,MASS1985,"ROLLO PANEL DECORATIVO HY-005 1,2m x 3m",200.00,$4.80,10,20,122,34,34,$0.141,$2.82,$70.52,"$1,410.32",$7.05,$11.85,2370.32,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1792 GRIS,AISLANTE PROTECTOR DE GOMA PARA PUERTA 400 gris,,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1648,ORGANIZADOR DE LIMPIEZA,390.00,$1.85,30,13,54,43,38,$0.088,$1.15,$48.53,$630.89,$1.62,$3.47,1352.3874,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1793 MARRON,AISLANTE PROTECTOR DE GOMA PARA PUERTA 300 marrón,,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1836,"ROLLO PANEL DECORATIVO HYJQ-24-19 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1786,ALMOHADA DE GEL HILTON,400.00,$2.00,100,4,200,100,27.5,$0.550,$2.20,$302.50,"$1,210.00",$3.03,$5.03,2010,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1328,PISO VINIL HHYM3018,100.00,$11.20,1,100,95,16.5,8.8,$0.014,$1.38,$7.59,$758.67,$7.59,$18.79,1878.67,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1324,PISO VINIL HHYM3039,300.00,$11.20,1,300,95,16.5,8.8,$0.014,$4.14,$7.59,"$2,276.01",$7.59,$18.79,5636.01,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0902,MAQUINA DE COSER PORTATIL,300.00,$3.40,20,15,67,46,44,$0.136,$2.03,$74.58,"$1,118.77",$3.73,$7.13,2138.766,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1738,PISO VINIL HHYM3036,80.00,$11.20,1,80,95,16.5,8.8,$0.014,$1.10,$7.59,$606.94,$7.59,$18.79,1502.936,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1410,WALL PANEL YC101 NEGRO,420.00,$2.35,14,30,290,17,23.5,$0.116,$3.48,$63.72,"$1,911.61",$4.55,$6.90,2898.6075,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1409,WALL PANEL AZUL,420.00,$2.35,14,30,290,17,23.5,$0.116,$3.48,$63.72,"$1,911.61",$4.55,$6.90,2898.6075,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1777,WALL PANEL HYYC045 GRIS OSCURO,420.00,$2.35,14,30,290,17,23.5,$0.116,$3.48,$63.72,"$1,911.61",$4.55,$6.90,2898.6075,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1835,WALL PANEL HYYC025,280.00,$2.35,14,20,290,17,23.5,$0.116,$2.32,$63.72,"$1,274.41",$4.55,$6.90,1932.405,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1743,WALL PANEL HYYC073 BLANCO,420.00,$2.35,14,30,290,17,23.5,$0.116,$3.48,$63.72,"$1,911.61",$4.55,$6.90,2898.6075,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1787,CONSOLA NINTENDO RETRO INALAMBRICO M8 64GB +1000 JUEGOS,320.00,$8.65,40,8,62,36.5,44,$0.100,$0.80,$54.76,$438.12,$1.37,$10.02,3206.1168,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1838,"ROLLO PANEL DECORATIVO HYJQ-24- 18 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1839,"ROLLO PANEL DECORATIVO HYJQ- DL002-1 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1840,"ROLLO PANEL DECORATIVO HYJQ- DL002-2 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1842,"ROLLO PANEL DECORATIVO HYJQ- DL010 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1843,"ROLLO PANEL DECORATIVO HYJQ-007 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1525,ZAPATERA DE METAL 6 NIVELES,"1,008.00",$2.00,18,56,58,32,44,$0.082,$4.57,$44.92,"$2,515.25",$2.50,$4.50,4531.2512,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1655,DRONE,468.00,$7.20,36,13,27,66,53,$0.094,$1.23,$51.95,$675.29,$1.44,$8.64,4044.8889,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0274,MAQUINA DE AFEITAR T9,"2,000.00",$0.85,100,20,47,34,32,$0.051,$1.02,$28.12,$562.50,$0.28,$1.13,2262.496,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1663,ZAPATERA 4 NIVELES,600.00,$0.95,40,15,52,40,55.5,$0.115,$1.73,$63.49,$952.38,$1.59,$2.54,1522.38,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0137,CEPILLO SECADOR,720.00,$3.00,45,16,58.5,40,40.5,$0.095,$1.52,$52.12,$833.98,$1.16,$4.16,2993.976,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1638 Negro,"AISLANTE PROTECTOR DE GOMA PARA PUERTA (800 negro, 300 blanco, 400 gris, 300 marrón)","1,800.00",$0.30,180,10,76,50.5,99,$0.380,$3.80,$208.98,"$2,089.79",$1.16,$1.46,2629.791,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1639 Blanco,AISLANTE PROTECTOR DE GOMA PARA PUERTA 300 blanco,,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0927,SET DE ESENCIA 6 PCS,720.00,$1.16,60,12,33,33,27,$0.029,$0.35,$16.17,$194.06,$0.27,$1.43,1029.2598,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1841,"ROLLO PANEL DECORATIVO HYJQ-24- 20 1,2m x 30m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1837,"ROLLO PANEL DECORATIVO HYJQ- DL019 1,2m x 3m",50.00,$5.00,10,5,135,36,36,$0.175,$0.87,$96.23,$481.14,$9.62,$14.62,731.14,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0950 azul,BOLSO DE LAPTOP REFLECTIVO (60),350.00,$2.75,100,3.5,100,60,76,$0.456,$1.60,$250.80,$877.80,$2.51,$5.26,1840.3,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0951 Negro,BOLSO DE LAPTOP REFLECTIVO (170),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1600 Rojo,BOLSO DE LAPTOP REFLECTIVO (60),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1601 Gris,BOLSO DE LAPTOP REFLECTIVO (60),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0952 Negro,BOLSO DE LAPTOP DOBLE CIERRE (150),350.00,$2.20,70,5,57,68,80,$0.310,$1.55,$170.54,$852.72,$2.44,$4.64,1622.72,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0953 Gris,BOLSO DE LAPTOP DOBLE CIERRE (60),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0954 Azul,BOLSO DE LAPTOP DOBLE CIERRE (60),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0955 Rojo,BOLSO DE LAPTOP DOBLE CIERRE (80),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1402,PISO VINIL HHYM3013,300.00,$11.20,1,300,95,16.5,8.8,$0.014,$4.14,$7.59,"$2,276.01",$7.59,$18.79,5636.01,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1736,PISO VINIL HHYM3024,100.00,$11.20,1,100,95,16.5,8.8,$0.014,$1.38,$7.59,$758.67,$7.59,$18.79,1878.67,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0956 Negro,BOLSO DE LAPTOP SUPERLIGHT (180),440.00,$2.35,70,6.285714286,60,71.5,80.5,$0.345,$2.17,$189.94,"$1,193.91",$2.71,$5.06,2227.907,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0957 Gris,BOLSO DE LAPTOP SUPERLIGHT (100),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0958 Azul,BOLSO DE LAPTOP SUPERLIGHT (80),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0959 Rojo,BOLSO DE LAPTOP SUPERLIGHT (80),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1528,BOLSO LAPTOP THIMKPAD LENOVO GAMER IMPERMIABLE,350.00,$2.88,70,5,110,84,44.5,$0.411,$2.06,$226.15,"$1,130.75",$3.23,$6.11,2138.745,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0292 Negro,PISTOLA MASAJEADORA RECARGABLE SY-720 (NEGRO 280/ GRIS 40 / ROJO 40/ VERDE 40),760.00,$3.60,20,38,44,34.1,43,$0.065,$2.45,$35.48,"$1,348.41",$1.77,$5.37,4084.40948,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0290 Verde,PISTOLA MASAJEADORA RECARGABLE SY-720 VERDE 40),,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0291 Gris,PISTOLA MASAJEADORA RECARGABLE SY-720 GRIS 40,,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS0289 Rojo,PISTOLA MASAJEADORA RECARGABLE SY-720 ROJO 40,,,,,,,,,,,,,,,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1784,CLOSET ARMARIO GRANDE 128x45x170,120.00,$6.45,10,12,62,48,61.5,$0.183,$2.20,$100.66,"$1,207.96",$10.07,$16.52,1981.9584,,,,
550,Entregado,7/15/2024,,CONTENEDOR JULIO TURIN,MASS1785,ORGANIZADOR DE ZAPATO 120 cm x 116 cm x 30 cm,30.00,$4.95,10,3,58,31.5,48,$0.088,$0.26,$48.23,$144.70,$4.82,$9.77,293.1984,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1443 Negra
MASS1444 Azul
MASS0920 Rosada","LÁMPARA ESTRELLA (96NEGRA,48ROSADA,48AZUL)",240.00,$1.80,48,5,53,53,45,$0.126,$0.63,$69.52,$347.61,$1.45,$3.25,779.61375,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0842,LUBRICANTE MULTIORGASMICO CLIMAX OLO 20ML,150.00,$0.85,150,1,26,20,30,$0.016,$0.02,$8.58,$8.58,$0.06,$0.91,136.08,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,,BOLSA DE BURBUJA BLANCA 25 X 28CM,0.00,$0.05,170,0,50,40,39,$0.078,$0.00,$42.90,$0.00,$0.25,$0.30,0,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1336,MAQUINA PLASTIFICADORA LAMINADORA (10 HOJAS),160.00,$7.80,20,8,42,28,37,$0.044,$0.35,$23.93,$191.45,$1.20,$9.00,1439.4528,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,,BOLSA DE BURBUJA BLANCA 32 X 42CM,0.00,$0.07,90,0,50,40,39,$0.078,$0.00,$42.90,$0.00,$0.48,$0.55,0,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1058,MARCADOR DOBLE PUNTA 24 PCS TOUCH,949.00,$1.02,50,18.98,51.5,34.5,36,$0.064,$1.21,$35.18,$667.71,$0.70,$1.72,1635.689757,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0234 Gris MASS0235 Blanco MASS0236 Rosado,"HUMIDIFICADOR H20 (400GRIS,100BLANCO,100ROSADO)",600.00,$1.40,60,10,33,35,39,$0.045,$0.45,$24.77,$247.75,$0.41,$1.81,1087.7475,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0149,CONSOLADOR REALISTICO DOBLE CAPA ARCOIRIS YMDCYJ01,38.00,$6.80,40,0.95,46,44,40,$0.081,$0.08,$44.53,$42.30,$1.11,$7.91,300.7016,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1060,MARCADOR DOBLE PUNTA 48 PCS TOUCH,325.00,$1.92,25,13,51.5,34.5,36,$0.064,$0.83,$35.18,$457.34,$1.41,$3.33,1081.33545,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1061,MARCADOR DOBLE PUNTA 60 PCS TOUCH,"1,400.00",$2.42,20,70,51.5,34.5,36,$0.064,$4.48,$35.18,"$2,462.58",$1.76,$4.18,5850.5755,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1322,MARCADOR DOBLE PUNTA 80 PCS TOUCH,320.00,$3.20,16,20,51.5,34.5,36,$0.064,$1.28,$35.18,$703.59,$2.20,$5.40,1727.593,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1545 VERDE MASS1620 NARANJA,VENTILADOR RECARGABLE CAMPING,288.00,$8.00,16,18,50.2,44,53.7,$0.119,$2.14,$65.24,"$1,174.26",$4.08,$12.08,3478.264344,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1525,ZAPATERA DE METAL 6 NIVELES,180.00,$2.33,18,10,58,32,44,$0.082,$0.82,$44.92,$449.15,$2.50,$4.83,868.552,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1230,TENSIOMETRO DIGITAL SIN VOZ,750.00,$3.72,30,25,52,36,33,$0.062,$1.54,$33.98,$849.42,$1.13,$4.85,3639.42,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1335,MAQUINA COTUFERA ELECTRICA,80.00,$4.90,12,6.666666667,39.5,36,56,$0.080,$0.53,$43.80,$291.98,$3.65,$8.55,683.984,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0334,NEBULIZADOR PORTATIL,700.00,$3.55,50,14,47.5,27,38,$0.049,$0.68,$26.80,$375.26,$0.54,$4.09,2860.2595,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0438 Negro
MASS0439 Blanco
MASS0440 Rosado","RELOJ T500 (600NEGRO, 200. BLANCO, 200 ROSADO)",998.00,$2.40,100,9.98,49,31,31,$0.047,$0.47,$25.90,$258.47,$0.26,$2.66,2653.671521,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0422 Negro
MASS0427 Blanco
MASS0423 Rosado","RELOJ D20S (600 NEGRO, 200 BLANCO, 200 ROSADO)","1,000.00",$1.40,100,10,32,49,43,$0.067,$0.67,$37.08,$370.83,$0.37,$1.77,1770.832,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0752 Negro
MASS0753 Rojo MASS0754 Azul","RELOJ FD68 (500 NEGRO, 150 ROJO, 150 AZUL)",800.00,$1.60,100,8,43,33,27,$0.038,$0.31,$21.07,$168.58,$0.21,$1.81,1448.5772,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0818 Negro
MASS0817 Naranja
MASS0820 Gris","RELOJ INTELIGENTE KD99 ULTRA (400 NEGRO, 150 NARANJA,150GRIS)",700.00,$3.62,100,7,49,37,25,$0.045,$0.32,$24.93,$174.50,$0.25,$3.87,2708.50125,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0238 Marron Oscuro MASS0239 Marron Claro
MASS0237 Blanco","Air humidifier 006 (250 MARRON OSCURO, 200 MARRON CLARO,150 BLANCO)",600.00,$1.60,60,10,55,33,42,$0.076,$0.76,$41.93,$419.27,$0.70,$2.30,1379.265,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0823 Marron Oscuro
MASS0822 Marron Claro
MASS0821 Blanco","Air humidifier 036 (250 MARRON OSCURO, 200 MARRON CLARO,150 BLANCO)",600.00,$1.50,60,10,54,44,48,$0.114,$1.14,$62.73,$627.26,$1.05,$2.55,1527.264,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0292 Negro
MASS0291 Gris
MASS0289 Rojo MASS0290 Verde",PISTOLA MASAJEADORA RECARGABLE SY-720 (NEGRO 200/ GRIS 200 / ROJO 120/ VERDE 80),600.00,$3.90,20,30,32,41,45,$0.059,$1.77,$32.47,$974.16,$1.62,$5.52,3314.16,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0942,AIRPODS PRO 2,200.00,$4.70,200,1,49.5,36.7,40.5,$0.074,$0.07,$40.47,$40.47,$0.20,$4.90,980.4658788,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1315,AUDIFONO INALAMBRICO RECARGABLE M90 PRO,300.00,$2.50,100,3,53,40,24,$0.051,$0.15,$27.98,$83.95,$0.28,$2.78,833.952,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1347,SET DE DADOS 46 PCS,480.00,$2.25,24,20,54.5,25,27.5,$0.037,$0.75,$20.61,$412.16,$0.86,$3.11,1492.15625,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS0793 Negro
MASS1441 Blanco",Aroma Difuser DQ701 (BLANCO 88/ NEGRO 200),288.00,$3.50,48,6,50,37,44,$0.081,$0.49,$44.77,$268.62,$0.93,$4.43,1276.62,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0621,MAQUINA PARA AFEITAR PERRO,600.00,$3.14,40,15,58.5,45,34.5,$0.091,$1.36,$49.95,$749.28,$1.25,$4.39,2633.275313,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1099,TENSIOMETRO MANUAL,700.00,$3.68,50,14,56,39,38,$0.083,$1.16,$45.65,$639.04,$0.91,$4.59,3215.0384,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0288,MASAJEADOR DE CUELLO CON ELECTRODOS,600.00,$2.32,60,10,63.5,37,53.5,$0.126,$1.26,$69.13,$691.34,$1.15,$3.47,2083.340375,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS0918,TAZA BATIDORA RECARGABLE,420.00,$2.80,60,7,38,57,63,$0.136,$0.96,$75.05,$525.36,$1.25,$4.05,1701.3633,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,"MASS1291 Negro
MASS1043 Naranja
MASS1042 Azul",ASPIRADORA DE CARRO 12V PORTATIL AZUL 120/ NEGRO 200/ NARANJA 80,400.00,$1.80,20,20,53,36,56,$0.107,$2.14,$58.77,"$1,175.33",$2.94,$4.74,1895.328,,,,
550,Entregado,6/22/2024,,CONTENEDOR MAYO VERONA,MASS1013,MASAJEADOR ELECTRICO DE CUELLO Y CUERPO RECARGABLE QY-8702,800.00,$0.65,200,4,52.5,35.5,45,$0.084,$0.34,$46.13,$184.51,$0.23,$0.88,704.51125,,,,
