"Bodega","Ubicación","Categoría Artículo Padre","Categoría Artículo","Artículo","Peso","Unidad Medida Peso","Lote","Serie","Unidad Medida","Cantidad","Tipo Transacción","Transacción","Codigo Transacción","Fecha Transacción","Fecha Vencimiento","Bodega Destino","Módulo Origen","Descripción Movimiento","Usuario"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS0234-HUMIDIFICADOR H2O GRIS","-","-","-","-","Unid","6.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1865-MAQUINA PARA HACER PASTA CALABACIN BLANCO","-","-","-","-","Unid","5.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2017-KENNEL TRANSPORTADOR DE MASCOTAS ARMABLE MEDIANO 3 FRANJAS TALLA M AZUL","-","-","-","-","Unid","2.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2138-ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-1Y4 40 CM X 3M DE 3MM","-","-","-","-","Unid","13.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2308-SILLA EJECUTIVA DE ESCRITORIO SE01","-","-","-","-","Unid","3.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2438-MASCARILLAS DE GEL PARA OJOS, , MASCARILLAS PARA DORMIR AZUL","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2638-TERMO OWALA 30 ONZ 900 ML AZUL CLARO","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1790-MOLDE DE SILICON AIR FRYER CUADRADO AZUL","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000263987","2026090021","08/09/2026 08:34 AM","-","ALM-TIE-ALMACEN TIENDA","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS0234-HUMIDIFICADOR H2O GRIS","-","-","-","-","Unid","6.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-14-ILUMINACION","MASS1321-BOMBILLO GIRATORIO DISCOTECA","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1358-FAJA REDUCTORA MOLDEADORA CINTURA NEOPRENO NEGRO TALLA S","-","-","-","-","Unid","2.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS1417-FOAMI 3D PLH-01 NEGRO 70CM*77CM","-","-","-","-","Unid","4.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1525-ZAPATERA DE METAL 6 NIVELES","-","-","-","-","Unid","4.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS1601-BOLSO DE LAPTOP REFLECTIVO GRIS","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2638-TERMO OWALA 30 ONZ 900 ML AZUL CLARO","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1790-MOLDE DE SILICON AIR FRYER CUADRADO AZUL","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1865-MAQUINA PARA HACER PASTA CALABACIN BLANCO","-","-","-","-","Unid","5.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2017-KENNEL TRANSPORTADOR DE MASCOTAS ARMABLE MEDIANO 3 FRANJAS TALLA M AZUL","-","-","-","-","Unid","2.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2138-ROLLO DE ESPUMA 3D AUTOADHESIVA JQ-3472-1Y4 40 CM X 3M DE 3MM","-","-","-","-","Unid","13.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2308-SILLA EJECUTIVA DE ESCRITORIO SE01","-","-","-","-","Unid","3.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2438-MASCARILLAS DE GEL PARA OJOS, , MASCARILLAS PARA DORMIR AZUL","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-03-CONSOLAS Y VIDEOJUEGOS","MASS1787 -CONSOLA NINTENDO GAME STICK RETRO INALAMBRICO M8 64GB +1000 JUEGOS","-","-","-","-","Unid","1.00","TRE-Traslado Inventario Entrada (+) ","33202609000000263988","2026090021","08/09/2026 08:34 AM","-","-","INVENTARIOS","MFLC ARTICULOS RECIBIDOS EN ALMACEN PGR","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2784-CREATINA MONOHIDRATADA VENTURE PAL 60 SERVICIOS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263989","00000000000000039158","08/09/2026 08:35 AM","-","-","FACTURACION","KA 212837433
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TRASLADOS-ALMACEN TRASLADOS","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-12-JUEGOS Y JUGUETES","MASS1654-PISTOLA DE AGUA AZUL","-","-","-","-","Unid","1.00","TRS-Traslado Inventario Salida (-) ","33202609000000263990","2026090022","08/09/2026 08:38 AM","-","-","INVENTARIOS","MFLC ARTICULO NO RECIBIDO EN ALMACEN","SUPADMON@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2611-MINI VENTILADOR TURBO DE ALTA POTENCIA RECARGABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263992","00000000000000039159","08/09/2026 08:38 AM","-","-","FACTURACION","SP-213029560","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-19-OFICINA","MASS1061-MARCADOR DOBLE PUNTA 60 PCS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263992","00000000000000039159","08/09/2026 08:38 AM","-","-","FACTURACION","SP-213029560","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0687-ANILLO VIBRADOR RETARDANTE DOBLE RC007","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263995","00000000000000039160","08/09/2026 08:42 AM","-","-","FACTURACION","SP-213027372
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0379-PLUG ANAL TALLA M ROJO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263995","00000000000000039160","08/09/2026 08:42 AM","-","-","FACTURACION","SP-213027372
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS2597-ARNE STRAP ON CON CINTURON Y VIBRADOR ROSADO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263995","00000000000000039160","08/09/2026 08:42 AM","-","-","FACTURACION","SP-213027372
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0699-LUBRICANTE PRIVATE LIFE 100ML LIMON XZLSG100ML","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263995","00000000000000039160","08/09/2026 08:42 AM","-","-","FACTURACION","SP-213027372
CAD","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0406-VIBRADOR RABBIT SUPER MUTE 10 VELOCIDADES MORADO YCYY001","-","-","-","-","Unid","3.00","FVE-Factura de Venta (-) ","33202609000000263996","00000000000000039161","08/09/2026 08:44 AM","-","-","FACTURACION","SP-213027776","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-16-FERRETERIA","MASS1877-MAQUINA DE SOLDAR INVERTER PORTATIL INDUSTRIAL 140 AMP 1,7KG","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263997","00000000000000039162","08/09/2026 08:46 AM","-","-","FACTURACION","KA 212840790
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS0826-CORRECTOR DE JUANETE","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS0944-MASAJEADOR DE GLUTEO ABS ESTIMULADOR FITNES","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1082-PELADOR DE PI A","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2736-CEPILLO MASAJEADOR DE CUERO CABELLUDO ELÉCTRICO RECARGABLE NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1997-FAJA REDUCTORA MOLDEADORA CINTURA NEOPRENO NEGRO TALLA L","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2101-MOLDE DE SILICONA PARA CUBOS DE HIELO FACIAL","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1519-JUEGO DE PELADOR DE VERDURA 3 EN 1 CON ALMACENAMIENTO DE PLASTICO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263998","00000000000000039163","08/09/2026 08:48 AM","-","-","FACTURACION","SP-212196115","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS2303-SILLA EJECUTIVA ERGONOMICA A6P","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000263999","00000000000000039164","08/09/2026 08:49 AM","-","-","FACTURACION","KA 212842962
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-05-ESTETICA Y BELLEZA","MASS2059-RAZURADORA PARA DAMA ROSADA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264000","00000000000000039165","08/09/2026 08:51 AM","-","-","FACTURACION","SP–211838989
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS1997-FAJA REDUCTORA MOLDEADORA CINTURA NEOPRENO NEGRO TALLA L","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264000","00000000000000039165","08/09/2026 08:51 AM","-","-","FACTURACION","SP–211838989
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1875-MAQUINA PARA HACER PASTA SPAGHETTI ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264002","00000000000000039166","08/09/2026 08:53 AM","-","-","FACTURACION","SP-213032006","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1377-HIDROJET PORTATIL RECARGABLE 48VF","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264003","00000000000000039167","08/09/2026 08:54 AM","-","-","FACTURACION","KA 212845709
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0290-PISTOLA MASAJEADORA ELECTRICA SY-720 VERDE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264004","00000000000000039168","08/09/2026 08:56 AM","-","-","FACTURACION","SP-213029790","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS1543-PARCHES DESINTOXICANTES DE PIE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264004","00000000000000039168","08/09/2026 08:56 AM","-","-","FACTURACION","SP-213029790","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS1223-CINTA KINESIOLOGICA 5CM X 5M PEGA ALEMANA FUCSIA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264004","00000000000000039168","08/09/2026 08:56 AM","-","-","FACTURACION","SP-213029790","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS0830-ESTIMULADOR ELECTROTERAPIA PORTATIL TENNS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264004","00000000000000039168","08/09/2026 08:56 AM","-","-","FACTURACION","SP-213029790","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0497-SET ADULTO JUEGO SEXUAL BONDAGE LATIGO, MORDAZA, ESPOSA, MASCARA -SM10S01 NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS0823-HUMIDIFICADOR HOMEDIC MARRON OSCURO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0850-VIBRADOR POR APLICACION REMOTO YPM","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2739-ESENCIA RHJY","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1648-ORGANIZADOR DE LIMPIEZA","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-25-COCINA","MASS1875-MAQUINA PARA HACER PASTA SPAGHETTI ACERO INOXIDABLE","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-15-COMPUTACION","MASS1442-MOUSE INALAMBRICO RECARGABLE BLUETOOH 2.4G CAJA 2514 BLANCO","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000264005","00000000000000039169","08/09/2026 08:58 AM","-","-","FACTURACION","lb 212927152
INIICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS2586-PERCHERO DE HIERRO CON REJILLA LATERAL CON RUEDAS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264006","00000000000000039170","08/09/2026 08:59 AM","-","-","FACTURACION","SP-213067706","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1085-VIBRADOR CONSOLADOR REALISTICO JELLY CARNE","-","-","-","-","Unid","1.00","NCV-Nota de Crédito  (+) ","33202609000000264007","00000000000000001177","08/09/2026 09:02 AM","-","-","FACTURACION","Transacción generada desde el módulo: FACTURACION por anulación de la transacción: FVE-Factura de Venta, código: 00000000000000043438","ADMASISTENTE@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-18-SALUD","MASS2152-ESTERILIZADOR ULTRAVIOLETA PARA CEPILLO DE DIENTES NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264008","00000000000000039172","08/09/2026 09:04 AM","-","-","FACTURACION","SP-212995145","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-24-REVESTIMIENTO","MASS2432-PISO SPC CLIP 5MM 180*1220MM CBS18036","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264009","00000000000000039173","08/09/2026 09:05 AM","-","-","FACTURACION","KA 212870173
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS1171-VIBRADOR RECARGABLE 30 VELOCIDADES NEGRO YCYY3001U","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264011","00000000000000039174","08/09/2026 09:07 AM","-","-","FACTURACION","LB 212931399
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-08-ADULTOS","MASS0802-BALA COLORES PASTELES ROSADO YCAS4301","-","-","-","-","Unid","2.00","FVE-Factura de Venta (-) ","33202609000000264011","00000000000000039174","08/09/2026 09:07 AM","-","-","FACTURACION","LB 212931399
INICIAL 0$","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-04-DEPORTE Y FITNESS","MASS2405-TERMO OWALA 32 OZ NEGRO","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264012","00000000000000039175","08/09/2026 09:07 AM","-","-","FACTURACION","SP-212999257","CAJACASHEA@MASSHOPPING.COM.VE"
"ALM-TIE-ALMACEN TIENDA","U001-Ubicación Principal","PRO-PRODUCTOS","PRO-11-HOGAR","MASS1873-MINI MAQUINA DE COSER 12 PUNTADAS","-","-","-","-","Unid","1.00","FVE-Factura de Venta (-) ","33202609000000264013","00000000000000039176","08/09/2026 09:10 AM","-","-","FACTURACION","SP-212942751","CAJACASHEA@MASSHOPPING.COM.VE"
